x,Bini
4.1982,322.023
4.2391,299.945
4.2811,341.315
4.33517,284.751
4.40517,353.7
4.54295,363.323
4.79082,372.922
5.16254,382.491
5.63055,389.28
6.01594,393.33
6.48388,395.981
7.00683,397.24


