x,Bini
0.467532,585.12
0.519481,592.572
0.571429,603.75
0.649351,616.791
0.766234,627.968
0.896104,639.144
1.18182,655.908
1.71429,676.394
2.15584,689.428
2.80519,700.597
3.33766,708.04
4.03896,713.618

